PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3
304,John,Stockton,Utah Jazz,NBA Player of the Week,,1990-91,,1990-12-09T00:00:00,,Award,Kia Motors,KIPWK,
304,John,Stockton,Utah Jazz,NBA Player of the Week,,1991-92,,1992-02-16T00:00:00,,Award,Kia Motors,KIPWK,
304,John,Stockton,Utah Jazz,NBA Player of the Week,,1994-95,,1995-01-29T00:00:00,,Award,Kia Motors,KIPWK,
304,John,Stockton,Utah Jazz,NBA Player of the Week,,2000-01,,2000-11-06T00:00:00,,Award,Kia Motors,KIPWK,
304,John,Stockton,USA,Olympic Gold Medal,,1992,,,,Award,Olympic,Gold,
304,John,Stockton,USA,Olympic Gold Medal,,1996,,,,Award,Olympic,Gold,
1519,,,,,,,,,,,,,
961,,,,,,,,,,,,,
271,,,,,,,,,,,,,
1511,,,,,,,,,,,,,
468,,,,,,,,,,,,,
1801,,,,,,,,,,,,,
146,Jud,Buechler,Chicago Bulls,NBA Champion,,1995-96,,,,Award,Champion,,
146,Jud,Buechler,Chicago Bulls,NBA Champion,,1996-97,,,,Award,Champion,,
146,Jud,Buechler,Chicago Bulls,NBA Champion,,1997-98,,,,Award,Champion,,
436,Juwan,Howard,Washington Bullets,All-NBA,3,1995-96,,,1610612764,Award,Kia Motors,KIANT,
436,Juwan,Howard,Washington Bullets,All-Rookie Team,2,1994-95,,,1610612764,Award,Kia Motors,KIART,
436,Juwan,Howard,,NBA All-Star,,1995-96,,,,Award,All-Star,,
436,Juwan,Howard,Miami Heat,NBA Champion,,2011-12,,,,Award,Champion,,
436,Juwan,Howard,Miami Heat,NBA Champion,,2012-13,,,,Award,Champion,,
436,Juwan,Howard,Washington Bullets,NBA Player of the Month,,1995-96,04/01/1996,,,Award,Kia Motors,KIPMO,
436,Juwan,Howard,Washington Bullets,NBA Player of the Week,,1995-96,,1996-04-14T00:00:00,,Award,Kia Motors,KIPWK,
436,Juwan,Howard,Washington Bullets,NBA Rookie of the Month,,1994-95,02/01/1995,,,Award,Kia Motors,KIRMO,
252,Karl,Malone,Utah Jazz,All-Defensive Team,2,1987-88,,,1610612762,Award,Kia Motors,KIADT,
252,Karl,Malone,Utah Jazz,All-Defensive Team,1,1996-97,,,1610612762,Award,Kia Motors,KIADT,
252,Karl,Malone,Utah Jazz,All-Defensive Team,1,1997-98,,,1610612762,Award,Kia Motors,KIADT,
252,Karl,Malone,Utah Jazz,All-Defensive Team,1,1998-99,,,1610612762,Award,Kia Motors,KIADT,
252,Karl,Malone,Utah Jazz,All-NBA,2,1987-88,,,1610612762,Award,Kia Motors,KIANT,
252,Karl,Malone,Utah Jazz,All-NBA,1,1988-89,,,1610612762,Award,Kia Motors,KIANT,
252,Karl,Malone,Utah Jazz,All-NBA,1,1989-90,,,1610612762,Award,Kia Motors,KIANT,
252,Karl,Malone,Utah Jazz,All-NBA,1,1990-91,,,1610612762,Award,Kia Motors,KIANT,
252,Karl,Malone,Utah Jazz,All-NBA,1,1991-92,,,1610612762,Award,Kia Motors,KIANT,
252,Karl,Malone,Utah Jazz,All-NBA,1,1992-93,,,1610612762,Award,Kia Motors,KIANT,
252,Karl,Malone,Utah Jazz,All-NBA,1,1993-94,,,1610612762,Award,Kia Motors,KIANT,
252,Karl,Malone,Utah Jazz,All-NBA,1,1994-95,,,1610612762,Award,Kia Motors,KIANT,
252,Karl,Malone,Utah Jazz,All-NBA,1,1995-96,,,1610612762,Award,Kia Motors,KIANT,
252,Karl,Malone,Utah Jazz,All-NBA,1,1996-97,,,1610612762,Award,Kia Motors,KIANT,
252,Karl,Malone,Utah Jazz,All-NBA,1,1997-98,,,1610612762,Award,Kia Motors,KIANT,
252,Karl,Malone,Utah Jazz,All-NBA,1,1998-99,,,1610612762,Award,Kia Motors,KIANT,
252,Karl,Malone,Utah Jazz,All-NBA,2,1999-00,,,1610612762,Award,Kia Motors,KIANT,
252,Karl,Malone,Utah Jazz,All-NBA,3,2000-01,,,1610612762,Award,Kia Motors,KIANT,
252,Karl,Malone,Utah Jazz,All-Rookie Team,1,1985-86,,,1610612762,Award,Kia Motors,KIART,
252,Karl,Malone,,Hall of Fame Inductee,,2010,,,,Award,Hall of Fame,,
252,Karl,Malone,Utah Jazz,IBM Award,,1997-98,,,,Award,IBM,IBMAW,
252,Karl,Malone,,NBA All-Star,,1987-88,,,,Award,All-Star,,
252,Karl,Malone,,NBA All-Star,,1988-89,,,,Award,All-Star,,
252,Karl,Malone,,NBA All-Star,,1989-90,,,,Award,All-Star,,
252,Karl,Malone,,NBA All-Star,,1990-91,,,,Award,All-Star,,
252,Karl,Malone,,NBA All-Star,,1991-92,,,,Award,All-Star,,
252,Karl,Malone,,NBA All-Star,,1992-93,,,,Award,All-Star,,
252,Karl,Malone,,NBA All-Star,,1993-94,,,,Award,All-Star,,
252,Karl,Malone,,NBA All-Star,,1994-95,,,,Award,All-Star,,
252,Karl,Malone,,NBA All-Star,,1995-96,,,,Award,All-Star,,
252,Karl,Malone,,NBA All-Star,,1996-97,,,,Award,All-Star,,
252,Karl,Malone,,NBA All-Star,,1997-98,,,,Award,All-Star,,
252,Karl,Malone,,NBA All-Star,,1999-00,,,,Award,All-Star,,
252,Karl,Malone,,NBA All-Star,,2000-01,,,,Award,All-Star,,
252,Karl,Malone,,NBA All-Star,,2001-02,,,,Award,All-Star,,
252,Karl,Malone,Utah Jazz,NBA All-Star Most Valuable Player,,1988-89,,,,Award,Kia Motors,KAMVP,
252,Karl,Malone,Utah Jazz,NBA All-Star Most Valuable Player,,1992-93,,,,Award,Kia Motors,KAMVP,
252,Karl,Malone,Utah Jazz,NBA Most Valuable Player,,1996-97,,,,Award,Kia Motors,KIMVP,
252,Karl,Malone,Utah Jazz,NBA Most Valuable Player,,1998-99,,,,Award,Kia Motors,KIMVP,
252,Karl,Malone,Utah Jazz,NBA Player of the Month,,1987-88,03/01/1988,,,Award,Kia Motors,KIPMO,
252,Karl,Malone,Utah Jazz,NBA Player of the Month,,1989-90,01/01/1990,,,Award,Kia Motors,KIPMO,
252,Karl,Malone,Utah Jazz,NBA Player of the Month,,1990-91,12/01/1990,,,Award,Kia Motors,KIPMO,
252,Karl,Malone,Utah Jazz,NBA Player of the Month,,1994-95,04/01/1995,,,Award,Kia Motors,KIPMO,
252,Karl,Malone,Utah Jazz,NBA Player of the Month,,1996-97,03/01/1997,,,Award,Kia Motors,KIPMO,
252,Karl,Malone,Utah Jazz,NBA Player of the Month,,1997-98,02/01/1998,,,Award,Kia Motors,KIPMO,
252,Karl,Malone,Utah Jazz,NBA Player of the Month,,2000-01,11/01/2000,,,Award,Kia Motors,KIPMO,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1986-87,,1987-03-15T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1987-88,,1988-01-03T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1987-88,,1988-04-24T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1988-89,,1989-04-16T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1989-90,,1989-12-30T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1989-90,,1990-01-28T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1991-92,,1992-03-08T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1991-92,,1992-04-19T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1992-93,,1993-01-31T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1993-94,,1993-12-19T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1994-95,,1994-12-18T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1994-95,,1995-04-23T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1995-96,,1995-12-31T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1996-97,,1996-11-24T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1996-97,,1997-03-16T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1996-97,,1997-03-23T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1997-98,,1997-11-30T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1997-98,,1998-02-15T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1997-98,,1998-03-08T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1998-99,,1999-04-11T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,1999-00,,2000-03-06T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,2000-01,,2000-11-06T00:00:00,,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Player of the Week,,2001-02,,2002-02-17T00:00:00,West,Award,Kia Motors,KIPWK,
252,Karl,Malone,Utah Jazz,NBA Rookie of the Month,,1985-86,12/01/1985,,,Award,Kia Motors,KIRMO,
252,Karl,Malone,Utah Jazz,NBA Sporting News Most Valuable Player of the Year,,1998-99,,,,Award,Sporting News,SNMVP,
252,Karl,Malone,USA,Olympic Gold Medal,,1992,,,,Award,Olympic,Gold,
252,Karl,Malone,USA,Olympic Gold Medal,,1996,,,,Award,Olympic,Gold,
173,,,,,,,,,,,,,
1522,,,,,,,,,,,,,
1569,,,,,,,,,,,,,
1496,Keith,VanHorn,New Jersey Nets,All-Rookie Team,1,1997-98,,,1610612751,Award,Kia Motors,KIART,
1820,,,,,,,,,,,,,
1509,,,,,,,,,,,,,
383,Kendall,Gill,Charlotte Hornets,All-Rookie Team,1,1990-91,,,1610612740,Award,Kia Motors,KIART,
72,Kenny,Anderson,,NBA All-Star,,1993-94,,,,Award,All-Star,,
72,Kenny,Anderson,New Jersey Nets,NBA Player of the Week,,1993-94,,1994-01-23T00:00:00,,Award,Kia Motors,KIPWK,
1721,,,,,,,,,,,,,
954,Kerry,Kittles,New Jersey Nets,All-Rookie Team,2,1996-97,,,1610612751,Award,Kia Motors,KIART,
954,Kerry,Kittles,New Jersey Nets,NBA Rookie of the Month,,1996-97,12/01/1996,,,Award,Kia Motors,KIRMO,
708,Kevin,Garnett,Minnesota Timberwolves,All-Defensive Team,1,1999-00,,,1610612750,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,All-Defensive Team,1,2000-01,,,1610612750,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,All-Defensive Team,1,2001-02,,,1610612750,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,All-Defensive Team,1,2002-03,,,1610612750,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,All-Defensive Team,1,2003-04,,,1610612750,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,All-Defensive Team,1,2004-05,,,1610612750,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,All-Defensive Team,2,2005-06,,,1610612750,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,All-Defensive Team,2,2006-07,,,1610612750,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Boston Celtics,All-Defensive Team,1,2007-08,,,1610612738,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Boston Celtics,All-Defensive Team,1,2008-09,,,1610612738,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Boston Celtics,All-Defensive Team,1,2010-11,,,1610612738,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Boston Celtics,All-Defensive Team,2,2011-12,,,1610612738,Award,Kia Motors,KIADT,
708,Kevin,Garnett,Minnesota Timberwolves,All-NBA,3,1998-99,,,1610612750,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Minnesota Timberwolves,All-NBA,1,1999-00,,,1610612750,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Minnesota Timberwolves,All-NBA,2,2000-01,,,1610612750,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Minnesota Timberwolves,All-NBA,2,2001-02,,,1610612750,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Minnesota Timberwolves,All-NBA,1,2002-03,,,1610612750,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Minnesota Timberwolves,All-NBA,1,2003-04,,,1610612750,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Minnesota Timberwolves,All-NBA,2,2004-05,,,1610612750,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Minnesota Timberwolves,All-NBA,3,2006-07,,,1610612750,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Boston Celtics,All-NBA,1,2007-08,,,1610612738,Award,Kia Motors,KIANT,
708,Kevin,Garnett,Minnesota Timberwolves,All-Rookie Team,2,1995-96,,,1610612750,Award,Kia Motors,KIART,
708,Kevin,Garnett,Minnesota Timberwolves,J. Walter Kennedy Citizenship,,2005-06,,,,Award,Kia Motors,KIWKC,
708,Kevin,Garnett,,NBA All-Star,,1996-97,,,,Award,All-Star,,
708,Kevin,Garnett,,NBA All-Star,,1997-98,,,,Award,All-Star,,
708,Kevin,Garnett,,NBA All-Star,,1999-00,,,,Award,All-Star,,
708,Kevin,Garnett,,NBA All-Star,,2000-01,,,,Award,All-Star,,
708,Kevin,Garnett,,NBA All-Star,,2001-02,,,,Award,All-Star,,
708,Kevin,Garnett,,NBA All-Star,,2002-03,,,,Award,All-Star,,
708,Kevin,Garnett,,NBA All-Star,,2003-04,,,,Award,All-Star,,
708,Kevin,Garnett,,NBA All-Star,,2004-05,,,,Award,All-Star,,
708,Kevin,Garnett,,NBA All-Star,,2005-06,,,,Award,All-Star,,
708,Kevin,Garnett,,NBA All-Star,,2006-07,,,,Award,All-Star,,
708,Kevin,Garnett,,NBA All-Star,,2007-08,,,,Award,All-Star,,
708,Kevin,Garnett,,NBA All-Star,,2008-09,,,,Award,All-Star,,
708,Kevin,Garnett,,NBA All-Star,,2009-10,,,,Award,All-Star,,
708,Kevin,Garnett,,NBA All-Star,,2010-11,,,,Award,All-Star,,
708,Kevin,Garnett,,NBA All-Star,,2012-13,,,,Award,All-Star,,
708,Kevin,Garnett,Minnesota Timberwolves,NBA All-Star Most Valuable Player,,2002-03,,,,Award,Kia Motors,KAMVP,
708,Kevin,Garnett,Boston Celtics,NBA Champion,,2007-08,,,,Award,Champion,,
708,Kevin,Garnett,Boston Celtics,NBA Defensive Player of the Year,,2007-08,,,,Award,Kia Motors,KDPYR,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Most Valuable Player,,2003-04,,,,Award,Kia Motors,KIMVP,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,1999-00,01/01/2000,,,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,2001-02,02/01/2002,,West,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,2002-03,02/01/2003,,West,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,2002-03,04/01/2003,,West,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,2003-04,01/01/2004,,West,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,2003-04,02/01/2004,,West,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,2003-04,04/01/2004,,West,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,2003-04,12/01/2003,,West,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Month,,2004-05,03/01/2005,,West,Award,Kia Motors,KIPMO,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,1998-99,,1999-04-04T00:00:00,,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,1999-00,,1999-11-14T00:00:00,,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,1999-00,,1999-12-27T00:00:00,,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,1999-00,,2000-03-27T00:00:00,,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2000-01,,2000-11-19T00:00:00,,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2001-02,,2001-11-18T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2001-02,,2002-01-13T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2002-03,,2002-11-24T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2003-04,,2003-11-23T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2003-04,,2003-12-21T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2003-04,,2004-01-25T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2003-04,,2004-02-01T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2004-05,,2004-11-07T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2005-06,,2006-01-15T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Player of the Week,,2006-07,,2007-01-07T00:00:00,West,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Boston Celtics,NBA Player of the Week,,2007-08,,2007-11-11T00:00:00,East,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Boston Celtics,NBA Player of the Week,,2007-08,,2008-03-23T00:00:00,East,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Boston Celtics,NBA Player of the Week,,2007-08,,2008-04-13T00:00:00,East,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Boston Celtics,NBA Player of the Week,,2009-10,,2009-12-07T00:00:00,East,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Boston Celtics,NBA Player of the Week,,2011-12,,2012-04-09T00:00:00,East,Award,Kia Motors,KIPWK,
708,Kevin,Garnett,Minnesota Timberwolves,NBA Sporting News Most Valuable Player of the Year,,2003-04,,,,Award,Sporting News,SNMVP,
708,Kevin,Garnett,USA,Olympic Gold Medal,,2000,,,,Award,Olympic,Gold,
1563,,,,,,,,,,,,,
788,Kevin,Willis,Atlanta Hawks,All-NBA,3,1991-92,,,1610612737,Award,Kia Motors,KIANT,
788,Kevin,Willis,,NBA All-Star,,1991-92,,,,Award,All-Star,,
788,Kevin,Willis,San Antonio Spurs,NBA Champion,,2002-03,,,,Award,Champion,,
788,Kevin,Willis,Atlanta Hawks,NBA Player of the Week,,1991-92,,1991-11-24T00:00:00,,Award,Kia Motors,KIPWK,
788,Kevin,Willis,Atlanta Hawks,NBA Player of the Week,,1993-94,,1994-03-27T00:00:00,,Award,Kia Motors,KIPWK,
234,,,,,,,,,,,,,
977,Kobe,Bryant,Los Angeles Lakers,All-Defensive Team,1,1999-00,,,1610612747,Award,Kia Motors,KIADT,
977,Kobe,Bryant,Los Angeles Lakers,All-Defensive Team,2,2000-01,,,1610612747,Award,Kia Motors,KIADT,
977,Kobe,Bryant,Los Angeles Lakers,All-Defensive Team,2,2001-02,,,1610612747,Award,Kia Motors,KIADT,
977,Kobe,Bryant,Los Angeles Lakers,All-Defensive Team,1,2002-03,,,1610612747,Award,Kia Motors,KIADT,
977,Kobe,Bryant,Los Angeles Lakers,All-Defensive Team,1,2003-04,,,1610612747,Award,Kia Motors,KIADT,
977,Kobe,Bryant,Los Angeles Lakers,All-Defensive Team,1,2005-06,,,1610612747,Award,Kia Motors,KIADT,
977,Kobe,Bryant,Los Angeles Lakers,All-Defensive Team,1,2006-07,,,1610612747,Award,Kia Motors,KIADT,
977,Kobe,Bryant,Los Angeles Lakers,All-Defensive Team,1,2007-08,,,1610612747,Award,Kia Motors,KIADT,
977,Kobe,Bryant,Los Angeles Lakers,All-Defensive Team,1,2008-09,,,1610612747,Award,Kia Motors,KIADT,
977,Kobe,Bryant,Los Angeles Lakers,All-Defensive Team,1,2009-10,,,1610612747,Award,Kia Motors,KIADT,
977,Kobe,Bryant,Los Angeles Lakers,All-Defensive Team,1,2010-11,,,1610612747,Award,Kia Motors,KIADT,
977,Kobe,Bryant,Los Angeles Lakers,All-Defensive Team,2,2011-12,,,1610612747,Award,Kia Motors,KIADT,
977,Kobe,Bryant,Los Angeles Lakers,All-NBA,3,1998-99,,,1610612747,Award,Kia Motors,KIANT,
977,Kobe,Bryant,Los Angeles Lakers,All-NBA,2,1999-00,,,1610612747,Award,Kia Motors,KIANT,
977,Kobe,Bryant,Los Angeles Lakers,All-NBA,2,2000-01,,,1610612747,Award,Kia Motors,KIANT,
977,Kobe,Bryant,Los Angeles Lakers,All-NBA,1,2001-02,,,1610612747,Award,Kia Motors,KIANT,
977,Kobe,Bryant,Los Angeles Lakers,All-NBA,1,2002-03,,,1610612747,Award,Kia Motors,KIANT,
977,Kobe,Bryant,Los Angeles Lakers,All-NBA,1,2003-04,,,1610612747,Award,Kia Motors,KIANT,
977,Kobe,Bryant,Los Angeles Lakers,All-NBA,3,2004-05,,,1610612747,Award,Kia Motors,KIANT,
977,Kobe,Bryant,Los Angeles Lakers,All-NBA,1,2005-06,,,1610612747,Award,Kia Motors,KIANT,
977,Kobe,Bryant,Los Angeles Lakers,All-NBA,1,2006-07,,,1610612747,Award,Kia Motors,KIANT,
977,Kobe,Bryant,Los Angeles Lakers,All-NBA,1,2007-08,,,1610612747,Award,Kia Motors,KIANT,
977,Kobe,Bryant,Los Angeles Lakers,All-NBA,1,2008-09,,,1610612747,Award,Kia Motors,KIANT,
977,Kobe,Bryant,Los Angeles Lakers,All-NBA,1,2009-10,,,1610612747,Award,Kia Motors,KIANT,
977,Kobe,Bryant,Los Angeles Lakers,All-NBA,1,2010-11,,,1610612747,Award,Kia Motors,KIANT,
977,Kobe,Bryant,Los Angeles Lakers,All-NBA,1,2011-12,,,1610612747,Award,Kia Motors,KIANT,
977,Kobe,Bryant,Los Angeles Lakers,All-NBA,1,2012-13,,,1610612747,Award,Kia Motors,KIANT,
977,Kobe,Bryant,Los Angeles Lakers,All-Rookie Team,2,1996-97,,,1610612747,Award,Kia Motors,KIART,
977,Kobe,Bryant,,NBA All-Star,,1997-98,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,1999-00,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,2000-01,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,2001-02,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,2002-03,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,2003-04,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,2004-05,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,2005-06,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,2006-07,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,2007-08,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,2008-09,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,2009-10,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,2010-11,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,2011-12,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,2012-13,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,2013-14,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,2014-15,,,,Award,All-Star,,
977,Kobe,Bryant,,NBA All-Star,,2015-16,,,,Award,All-Star,,
977,Kobe,Bryant,Los Angeles Lakers,NBA All-Star Most Valuable Player,,2001-02,,,,Award,Kia Motors,KAMVP,
977,Kobe,Bryant,Los Angeles Lakers,NBA All-Star Most Valuable Player,,2006-07,,,,Award,Kia Motors,KAMVP,
977,Kobe,Bryant,Los Angeles Lakers,NBA All-Star Most Valuable Player,,2008-09,,,,Award,Kia Motors,KAMVP,
977,Kobe,Bryant,Los Angeles Lakers,NBA All-Star Most Valuable Player,,2010-11,,,,Award,Kia Motors,KAMVP,
977,Kobe,Bryant,Los Angeles Lakers,NBA Champion,,1999-00,,,,Award,Champion,,
977,Kobe,Bryant,Los Angeles Lakers,NBA Champion,,2000-01,,,,Award,Champion,,
977,Kobe,Bryant,Los Angeles Lakers,NBA Champion,,2001-02,,,,Award,Champion,,
977,Kobe,Bryant,Los Angeles Lakers,NBA Champion,,2008-09,,,,Award,Champion,,
977,Kobe,Bryant,Los Angeles Lakers,NBA Champion,,2009-10,,,,Award,Champion,,
977,Kobe,Bryant,Los Angeles Lakers,NBA Finals Most Valuable Player,,2008-09,,,,Award,Kia Motors,KFMVP,
977,Kobe,Bryant,Los Angeles Lakers,NBA Finals Most Valuable Player,,2009-10,,,,Award,Kia Motors,KFMVP,
977,Kobe,Bryant,Los Angeles Lakers,NBA Most Valuable Player,,2007-08,,,,Award,Kia Motors,KIMVP,
977,Kobe,Bryant,Los Angeles Lakers,NBA Player of the Month,,2000-01,12/01/2000,,,Award,Kia Motors,KIPMO,
977,Kobe,Bryant,Los Angeles Lakers,NBA Player of the Month,,2001-02,11/01/2001,,West,Award,Kia Motors,KIPMO,
977,Kobe,Bryant,Los Angeles Lakers,NBA Player of the Month,,2002-03,01/01/2003,,West,Award,Kia Motors,KIPMO,
977,Kobe,Bryant,Los Angeles Lakers,NBA Player of the Month,,2003-04,03/01/2004,,West,Award,Kia Motors,KIPMO,
977,Kobe,Bryant,Los Angeles Lakers,NBA Player of the Month,,2005-06,01/01/2006,,West,Award,Kia Motors,KIPMO,
977,Kobe,Bryant,Los Angeles Lakers,NBA Player of the Month,,2005-06,04/01/2006,,West,Award,Kia Motors,KIPMO,
977,Kobe,Bryant,Los Angeles Lakers,NBA Player of the Month,,2006-07,03/01/2007,,West,Award,Kia Motors,KIPMO,
977,Kobe,Bryant,Los Angeles Lakers,NBA Player of the Month,,2006-07,04/01/2007,,West,Award,Kia Motors,KIPMO,
